Cross Track Error, Distance Traveled, Heading Offset
0.0, 0.0, 0.0
0.0, 8.0, 0.0
0.0, 16.0, 0.0
0.0, 24.0, 0.0
0.0, 28.0, 0.0
0.0, 36.0, 0.0
0.0, 40.0, 0.0
0.0, 48.0, 0.0
0.0, 52.0, 0.0
0.0, 60.0, 0.0
0.0, 64.0, 0.0
0.0, 72.0, 0.0
0.0, 76.0, 0.0
0.0, 84.0, 0.0
0.0, 88.0, 0.0
0.0, 96.0, 0.0
0.0, 100.0, 0.0
0.0, 104.0, 0.0
0.0, 112.0, 0.0
0.0, 120.0, 0.0
0.0, 124.0, 0.0
0.0, 132.0, 0.0
0.0, 136.0, 0.0
0.0, 144.0, 0.0
0.0, 152.0, 0.0
0.0, 156.0, 0.0
0.0, 160.0, 0.0
0.0, 168.0, 0.0
0.0, 172.0, 0.0
0.0, 180.0, 0.0
0.0, 188.0, 0.0
0.0, 192.0, 0.0
0.0, 200.0, 0.0
0.0, 204.0, 0.0
0.0, 212.0, 0.0
0.0, 216.0, 0.0
0.0, 224.0, 0.0
0.0, 228.0, 0.0
0.0, 236.0, 0.0
0.0, 240.0, 0.0
0.0, 248.0, 0.0
0.0, 252.0, 0.0
0.0, 260.0, 0.0
0.0, 264.0, 0.0
0.0, 272.0, 0.0
0.0, 280.0, 0.0
0.0, 284.0, 0.0
0.0, 292.0, 0.0
0.0, 296.0, 0.0
0.0, 304.0, 0.0
0.0, 308.0, 0.0
0.0, 316.0, 0.0
0.0, 320.0, 0.0
0.0, 328.0, 0.0
0.0, 332.0, 0.0
0.0, 340.0, 0.0
0.0, 344.0, 0.0
0.0, 352.0, 0.0
0.0, 356.0, 0.0
0.0, 364.0, 0.0
0.0, 368.0, 0.0
0.0, 376.0, 0.0
0.0, 380.0, 0.0
0.0, 388.0, 0.0
0.0, 392.0, 0.0
0.0, 400.0, 0.0
0.8657584557524702, 403.9061118908499, 3.1394491873405532
2.495703830696253, 411.7449426569159, 3.135531330537389
3.899610729847826, 419.63135086782364, 3.1322995756260297
4.46912750676594, 423.59605609249354, 3.1310420113969926
5.385701336763211, 431.55340717041514, 3.1291125270125457
5.700294643411464, 435.5447128844481, 3.1285045429546487
6.076813320725207, 443.5401742703565, 3.1278915193933003
6.180274229870102, 451.54017195189465, 3.1279051289899025
6.104266780350434, 455.53805356157864, 3.1281921277036524
5.714307250380787, 463.5228671393176, 3.1292643470308956
5.420826375079287, 467.5082906109687, 3.1299972488437797
4.641221377838489, 475.4614380103471, 3.1318309889877485
4.190120747025877, 479.43157763087623, 3.1328527743513885
3.673745128958691, 483.3937566858122, 3.1339926785299737
2.536331175259534, 491.3050735965175, 3.136430194300126
1.962447751391472, 495.2610329658911, 3.137630191865153
0.7824404087797112, 503.1702486053174, 3.14003763175318
0.22366114117211663, 507.1304679949457, 3.1411516208328636
-0.8584810544668471, 515.0576067430626, 3.1432594214245384
-1.3395929671706768, 519.0295810253631, 3.144173613333505
-2.2103508362354196, 526.9849579043183, 3.1457869997168366
-2.5670821412606193, 530.9705890691625, 3.146427369852497
-3.149755728795781, 538.9523400127069, 3.147436906272562
-3.3549585486185283, 542.9482345049123, 3.1477718428486425
-3.6148840960132804, 550.9455044979005, 3.1481539377888588
-3.6621739408347946, 554.945449531333, 3.1481918617192877
-3.6064861383777718, 562.9447244740358, 3.1479991632382385
-3.411012920563121, 570.9409728911248, 3.1475670596570655
-3.2529064527671756, 574.9368598462123, 3.147250533672189
-2.819355880978022, 582.9227190932311, 3.1464292584788143
-2.563603826135966, 586.913315376467, 3.1459606103405484
-1.970212044252759, 594.8889416267202, 3.144904558565959
-1.657893061855789, 598.8757623247443, 3.144360999353248
-0.9920595886645341, 606.8465218720283, 3.1432274327222247
-0.6659119101115647, 610.832755239552, 3.1426828244038214
-0.01307370594755242, 618.8057105461279, 3.1416137809092826
0.5882195593894728, 626.7833573181052, 3.140654179970694
0.8531398062960671, 630.7748757675707, 3.14024012656441
1.3277703206703213, 638.7615867709935, 3.1395139887102017
1.5196107725912624, 642.7574001212225, 3.1392284455885404
1.8272313920436472, 650.7522525159957, 3.1387847742685615
1.9322181206386932, 654.7511602417308, 3.138641576841039
2.056523027808688, 662.7505341032655, 3.138489636357413
2.0725752826781174, 666.7505324567945, 3.1384841767014446
2.020493054806251, 674.7501667619749, 3.1385982177617695
1.8917628710367316, 682.7487267150525, 3.1388218460911554
1.7947184736860389, 686.7472736103905, 3.1389792897141104
1.5366302362085313, 694.7424636631132, 3.139380853434397
1.3871894338418964, 698.7393487362426, 3.139607377753278
1.044810547086446, 706.731414253417, 3.14011428301421
0.6880433075760931, 714.7230139863369, 3.1406299821766943
0.5101690054783389, 718.7189070079097, 3.1408828224675753
0.14824980208969574, 726.7105502751261, 3.141388652418953
-0.19066796267327699, 734.7033775920457, 3.1418521705195213
-0.34277082661197683, 738.7005394209939, 3.142056672255843
-0.6211146624861567, 746.6958745500074, 3.142424471141333
-0.8523703750465388, 754.6927544193385, 3.1427220808318994
-0.9417092754270953, 758.6918597077811, 3.1428338815075367
-1.0755802031521984, 766.6909095610383, 3.1429955403888226
-1.1156516798626706, 770.6907618907542, 3.143040253748871
-1.1479641006490915, 778.6907353040164, 3.143066877520324
-1.1398685816529506, 782.6907109556364, 3.1430490002266334
-1.0787310259815535, 790.6903831689939, 3.142956944067561
-1.0290341109304477, 794.6900048247663, 3.1428875413979354
-0.028445154367450303, 802.5785908871466, 3.1416280957940788
0.8654433681300804, 806.4778960210285, 3.140519538581305
2.5496212819866955, 814.3021357151449, 3.138461597761694
3.2756515049744057, 818.238259139584, 3.1375893449960808
4.54135629514222, 826.1434244715801, 3.1360955703565105
5.034168433119019, 830.1157330645115, 3.1355281988515182
5.7804251264380495, 838.0855205834633, 3.1346954207709286
6.008514177206604, 842.08051427315, 3.134457272754383
6.206331999089725, 850.07928770983, 3.134291702694864
6.140092036530467, 858.0783257068987, 3.1344369613267813
5.986856939681629, 862.0742098552784, 3.1346478859634574
5.4534921899202775, 870.052712850546, 3.135324610493859
5.099340934395976, 874.0347882496724, 3.135758366519763
4.2162714228253355, 881.9811029945475, 3.1368121798726376
3.2358642214151034, 889.9166059758176, 3.1379565023704035
2.7203619782733055, 893.8815054850342, 3.138549335028193
1.6223842864911608, 901.803119995137, 3.1397936077385666
1.0847605485038978, 905.7660156143612, 3.1403950365572335
0.009136003573328421, 913.6927257976912, 3.141582654600729
-0.4861929805771286, 917.6620672158825, 3.1421224706332267
-1.4182051178742072, 925.6085490069514, 3.143124840899744
-1.8189537788132535, 929.589116564149, 3.1435493836193675
-2.5160946259886843, 937.560279920965, 3.144276318523188
-2.7866933773566847, 941.5518641559021, 3.1445523391386185
-3.1950114038847452, 949.5426885498407, 3.1449574495819355
-3.319006346212783, 953.5411672362126, 3.1450733769839494
-3.424353070441744, 961.5407949334136, 3.145153979668762
-3.4043271082618767, 965.5406487268384, 3.145118485636573
-3.2297178756207274, 973.5380987447594, 3.1449101650504216
-2.9399382059841797, 981.5318943801238, 3.1445879129581367
-2.7478829592451874, 985.5267090087526, 3.1443808951408374
-2.2693596410478944, 993.5111455838429, 3.14387683693744
-2.0039040555456333, 997.5017485590769, 3.1436015777910047
-1.4142179889046287, 1005.4789675657973, 3.1429991658101475
-0.8151640511296018, 1013.4558402118954, 3.142396994644117
-0.523275000218786, 1017.444982820199, 3.1421069566058017
0.05808940298428747, 1025.4236979060768, 3.141536004418203
0.32441453310322954, 1029.4148713972138, 3.1412775089892175
0.8228534884324943, 1037.3996039320498, 3.1407994649558315
1.2486249760912635, 1045.388685160179, 3.140398241127996
1.4195559245214948, 1049.3852457836126, 3.140239903145498
1.6910131198088487, 1057.38103091593, 3.13999340621237
1.7820813576527033, 1061.380138007719, 3.139913630089019
1.8856619641617953, 1069.379633859222, 3.139829329432831
1.8955972407853496, 1073.3796328248577, 3.1398266444648346
1.83884957860874, 1081.3793211847183, 3.139892186021397
1.77597101439378, 1085.378716471236, 3.1399563843503717
1.5842185162608098, 1093.3761128000401, 3.1401437294254295
1.464336768111845, 1097.374145242214, 3.1402582525479668
1.1756171449932105, 1105.368581764699, 3.1405291012272425
1.0193022326767014, 1109.365369413994, 3.1406738378378334
0.6784291141281905, 1117.3578416459445, 3.1409854809092725
0.5080588370854019, 1121.3541208778747, 3.141139577398242
0.16063174518872766, 1129.3464695474, 3.1414504193418793
-0.002406825294856402, 1133.3431340481677, 3.1415947772408064
-0.3153550927745519, 1141.3370542303048, 3.141868956804184
-0.4530169396475552, 1145.3347307050665, 3.1419881859519183
-0.6992225051404191, 1153.3310635989037, 3.1421989171077396
-0.7985018602062618, 1157.3298948676913, 3.1422826054584
-0.9571881314305968, 1165.3284385276604, 3.142414042828584
-1.0110436302724042, 1169.3281199399794, 3.142457290075487
-1.0740070472900747, 1177.3279249458612, 3.142504894923321
-1.088973750372787, 1185.3279212950313, 3.1425113646772456
-1.0740789975697587, 1189.3278783361745, 3.1424957511822527
-1.002518797774175, 1197.3274929798713, 3.142429950754346
-0.08512478041276123, 1201.220453774912, 3.1416635188337345
1.6814729175678693, 1209.0241281242977, 3.140201884439273
2.462764337176041, 1212.9484150408084, 3.1395622572441892
3.867128760120036, 1220.8278101493065, 3.138425019960346
4.437500432005209, 1224.7888497236015, 3.1379695718305767
5.356979051883836, 1232.7394349462434, 3.137247050812359
5.673486681246333, 1236.7282670981972, 3.13700514093059
6.054759804366448, 1244.7208890664322, 3.136728283002239
6.109120813719578, 1248.7207372586067, 3.1367003305894388
5.969139610081717, 1256.7187447026213, 3.136842854098173
5.785426541189623, 1260.7136222872196, 3.1370036281799027
5.201670374470382, 1268.6896844553141, 3.1374926084708803
4.457107723695621, 1276.6520776496454, 3.1381013995071454
4.025767559176702, 1280.6273000935664, 3.1384490581116564
3.0374146563403106, 1288.563264963615, 3.1392354410634047
2.5221935966615803, 1292.5288255331948, 3.139641288832957
1.4326076872282751, 1300.4526065982259, 3.140491030993382
0.9026106407376256, 1304.4168622051386, 3.140900688667443
-0.15114329194572867, 1312.3468551257838, 3.1417078238221823
-0.6332081787186616, 1316.3178441550303, 3.1420736986549738
-1.5338800560526045, 1324.2677178897186, 3.142750939318814
-2.3018720783376048, 1332.2318696199673, 3.1433204858659654
-2.609399467037647, 1336.2205896847897, 3.1435454757103916
-3.0957834606344163, 1344.2068074479507, 3.1438957115569117
-3.257710241211278, 1348.2038995457608, 3.1440089894366423
-3.4383744092561837, 1356.2022821070045, 3.1441279524446317
-3.4527200875008766, 1360.202279903761, 3.14413104353841
-3.3421585675374206, 1368.2012157160832, 3.1440353950907642
-3.10678607741624, 1376.19717724953, 3.1438501707302677
-2.9364135813703593, 1380.1931641105577, 3.1437201933233396
-2.491967677104943, 1388.1799218487283, 3.1433877876183733
-2.2377402050503625, 1392.171396457949, 3.14320002835294
-1.6602735662250898, 1400.1497134243239, 3.1427784367523985
-1.3614607382400967, 1404.1382123490991, 3.142562259672437
-0.7333714835191405, 1412.1130486250809, 3.1421119969364186
-0.42975178211898346, 1416.101383637656, 3.1418961288873115
0.1704083593167255, 1424.078784847772, 3.1414729914183344
0.44314427698848, 1428.0695344659612, 3.1412823435709845
0.9491569941774125, 1436.0537602891127, 3.1409317054487618
1.1630067085129177, 1440.048195695985, 3.1407850369847266
1.527156030991801, 1448.0402392686417, 3.1405380169349018
1.6641577322307055, 1452.0380407321427, 3.140446569224327
1.8606685222358854, 1460.035858822331, 3.140318254050465
1.9670483400727736, 1468.0352837250396, 3.1402527342087803
1.9766436479305383, 1472.0352814885532, 3.1402498568057737
1.916001492274875, 1480.034964722519, 3.140298088209167
1.8497888046114057, 1484.0343293191336, 3.1403461936885244
1.6486840302873271, 1492.0315592723182, 3.1404876606320027
1.5232121456891214, 1496.0294554411312, 3.140574483524139
1.2214081050255516, 1504.0234810636846, 3.140780559726462
1.0581596195482295, 1508.0200237168478, 3.140890965489012
0.70242277640134, 1516.0119019891613, 3.1411293176485566
0.524735194153051, 1520.0078812760112, 3.1412474348504436
0.16259244397446262, 1527.9995984382679, 3.1414862448941054
-0.007255886632654591, 1531.9959821209764, 3.1415973898206433
-0.3330864586981766, 1539.989380024032, 3.14180894499129
-0.47632123953342587, 1543.9868521269846, 3.141901154433847
-0.7322967277923713, 1551.9828551554683, 3.142064499494877
-0.8354099433976383, 1555.9815773938246, 3.1421295558228732
-0.9999821570520059, 1563.9799798829283, 3.1422320365985583
-1.0556897360599147, 1567.9796276490824, 3.142265933903646
-1.1204235938369917, 1575.9794086285874, 3.142303591614799
-1.1277930455882677, 1579.97940607482, 3.1423064560210294
-1.0968307567655184, 1587.9793224425998, 3.1422833621075155
-1.060651943418749, 1591.9791333590824, 3.142258901029638
-0.08441750778738703, 1599.8710847454222, 3.141645418783584
0.7994751854830899, 1603.7724013314441, 3.1410941569091353
2.466965780803439, 1611.598377742285, 3.1400618958164452
3.9068061035775954, 1619.4705640681038, 3.139180254142931
4.492824159003017, 1623.4289086201882, 3.138825159509665
5.440270671462043, 1631.375461202181, 3.138257872060839
6.095803710558746, 1639.350820613107, 3.1378742196332174
6.275740000468711, 1643.3474211753303, 3.1377737683232088
6.3703073562443295, 1651.3471662697557, 3.1377350013127154
6.286409446770552, 1655.3459358908726, 3.1377950035511635
5.874039607988313, 1663.3337360369396, 3.1380611603660533
5.567079359231198, 1667.3208625843058, 3.138253710361582
4.755825211135407, 1675.2770793706839, 3.138753820743843
4.28790716898557, 1679.2483407092107, 3.1390391826559725
3.21904648396687, 1687.1742115962784, 3.1396847009818867
2.6631914511169223, 1691.1344275635097, 3.140017857104967
1.4900583280581223, 1699.0465014245442, 3.1407156566872274
0.3508139332506823, 1706.9643512485666, 3.141387134396927
-0.18062182161509832, 1710.9288645599627, 3.141698223041389
-1.1941743170159924, 1718.864804572754, 3.142287399569759
-1.6369811617247958, 1722.8405821570343, 3.1425428177692263
-2.422243459434301, 1730.8028663246569, 3.1429921452923173
-2.7353319183786122, 1734.7910559655575, 3.1431694043128138
-3.227378870703052, 1742.7767416008942, 3.1434445148399015
-3.3892840310257437, 1746.773763403156, 3.1435329656260196
-3.564645014595747, 1754.7721736842475, 3.143624055454773
-3.5740251812924244, 1758.7721734879524, 3.143624768775027
-3.4490791915243637, 1766.7709329316458, 3.143544848590296
-3.3226409771746517, 1770.7686847427717, 3.1434690380975723
